name,directory,image,iframe
Final Ninja,finalninja,https://selenite.cc/resources/semag/finalninja/placeholder.png,https://selenite.cc/resources/semag/finalninja/index.html
Fire Emblem,fireemblem,https://selenite.cc/resources/semag/fireemblem/placeholder.png,https://selenite.cc/resources/semag/fireemblem/index.html
Flood Runner 2,floodrunner2,https://selenite.cc/resources/semag/floodrunner2/placeholder.png,https://selenite.cc/resources/semag/floodrunner2/index.html
Flood Runner 3,floodrunner3,https://selenite.cc/resources/semag/floodrunner3/placeholder.png,https://selenite.cc/resources/semag/floodrunner3/index.html
Five Nights at Freddy's Pizzeria Simulator,fnaf-ps,https://selenite.cc/resources/semag/fnaf-ps/favicon.ico,https://selenite.cc/resources/semag/fnaf-ps/index.html
Five Nights at Freddy's Sister Location,fnaf-sl,https://selenite.cc/resources/semag/fnaf-sl/logo.png,https://selenite.cc/resources/semag/fnaf-sl/index.html
Five Nights at Freddy's UCN,fnaf-ucn,https://selenite.cc/resources/semag/fnaf-ucn/logo.avif,https://selenite.cc/resources/semag/fnaf-ucn/index.html
Five Nights at Freddy's 4 Halloween,fnaf4-halloween,https://selenite.cc/resources/semag/fnaf4-halloween/logo.avif,https://selenite.cc/resources/semag/fnaf4-halloween/index.html
Five Nights at Freddy's World,fnafworld,https://selenite.cc/resources/semag/fnafworld/favicon.ico,https://selenite.cc/resources/semag/fnafworld/index.html
Frostbite,frostbite,https://selenite.cc/resources/semag/frostbite/placeholder.png,https://selenite.cc/resources/semag/frostbite/index.html
Frostbite 2,frostbite2,https://selenite.cc/resources/semag/frostbite2/placeholder.png,https://selenite.cc/resources/semag/frostbite2/index.html
F-Zero,fzero,https://selenite.cc/resources/semag/fzero/placeholder.png,https://selenite.cc/resources/semag/fzero/index.html
F-Zero X,fzerox,https://selenite.cc/resources/semag/fzerox/placeholder.png,https://selenite.cc/resources/semag/fzerox/index.html
Garfield Gets Real,garfieldgetsreal,https://selenite.cc/resources/semag/garfieldgetsreal/placeholder.png,https://selenite.cc/resources/semag/garfieldgetsreal/index.html
Gex 64,gex64,https://selenite.cc/resources/semag/gex64/placeholder.png,https://selenite.cc/resources/semag/gex64/index.html
Go Ball,goball,https://selenite.cc/resources/semag/goball/game.jpg,https://selenite.cc/resources/semag/goball/index.html
Golden Axe,goldenaxe,https://selenite.cc/resources/semag/goldenaxe/placeholder.png,https://selenite.cc/resources/semag/goldenaxe/index.html
Golden Sun,goldensun,https://selenite.cc/resources/semag/goldensun/placeholder.png,https://selenite.cc/resources/semag/goldensun/index.html
Gunstar Heroes,gunstarheroes,https://selenite.cc/resources/semag/gunstarheroes/placeholder.png,https://selenite.cc/resources/semag/gunstarheroes/index.html
Harvest Moon,harvestmoon,https://selenite.cc/resources/semag/harvestmoon/placeholder.png,https://selenite.cc/resources/semag/harvestmoon/index.html
Harvest Moon 64,harvestmoon64,https://selenite.cc/resources/semag/harvestmoon64/placeholder.png,https://selenite.cc/resources/semag/harvestmoon64/index.html
Hero 3: Flying Robot,hero3,https://selenite.cc/resources/semag/hero3/logo.avif,https://selenite.cc/resources/semag/hero3/index.html
Icebreaker,icebreaker,https://selenite.cc/resources/semag/icebreaker/placeholder.png,https://selenite.cc/resources/semag/icebreaker/index.html
Ice Climber,iceclimber,https://selenite.cc/resources/semag/iceclimber/placeholder.png,https://selenite.cc/resources/semag/iceclimber/index.html
Illusion of Gaia,illusionofgaia,https://selenite.cc/resources/semag/illusionofgaia/placeholder.png,https://selenite.cc/resources/semag/illusionofgaia/index.html
Jet Force Gemini,jetforcegemini,https://selenite.cc/resources/semag/jetforcegemini/placeholder.png,https://selenite.cc/resources/semag/jetforcegemini/index.html
Jetski Race,jetskirace,https://selenite.cc/resources/semag/jetskirace/loading.png,https://selenite.cc/resources/semag/jetskirace/index.html
Just Hit The Button,justhitthebutton,https://selenite.cc/resources/semag/justhitthebutton/placeholder.png,https://selenite.cc/resources/semag/justhitthebutton/index.html
Kid Icarus,kidicarus,https://selenite.cc/resources/semag/kidicarus/placeholder.png,https://selenite.cc/resources/semag/kidicarus/index.html
Kirby 64,kirby64,https://selenite.cc/resources/semag/kirby64/placeholder.png,https://selenite.cc/resources/semag/kirby64/index.html
Kirby and the Amazing Mirror,kirbyamazingmirror,https://selenite.cc/resources/semag/kirbyamazingmirror/placeholder.png,https://selenite.cc/resources/semag/kirbyamazingmirror/index.html
Kirby Mass Attack,kirbymassattack,https://selenite.cc/resources/semag/kirbymassattack/placeholder.png,https://selenite.cc/resources/semag/kirbymassattack/index.html
Kirby: Power Paintbrush,kirbypowerpaintbrush,https://selenite.cc/resources/semag/kirbypowerpaintbrush/placeholder.png,https://selenite.cc/resources/semag/kirbypowerpaintbrush/index.html
Kirby's Dream Land,kirbysdreamland,https://selenite.cc/resources/semag/kirbysdreamland/placeholder.png,https://selenite.cc/resources/semag/kirbysdreamland/index.html
Kirby's Dream Land 2,kirbysdreamland2,https://selenite.cc/resources/semag/kirbysdreamland2/placeholder.png,https://selenite.cc/resources/semag/kirbysdreamland2/index.html
Lego Batman,legobatman,https://selenite.cc/resources/semag/legobatman/placeholder.png,https://selenite.cc/resources/semag/legobatman/index.html
Links Awakening DX,linksawakeningdx,https://selenite.cc/resources/semag/linksawakeningdx/placeholder.png,https://selenite.cc/resources/semag/linksawakeningdx/index.html
The Legend of Zelda: A Link To The Past,linktothepast,https://selenite.cc/resources/semag/linktothepast/alinktothepast.png,https://selenite.cc/resources/semag/linktothepast/index.html
Mario and Luigi: Partners in Time,marioandluigipartnersintime,https://selenite.cc/resources/semag/marioandluigipartnersintime/placeholder.png,https://selenite.cc/resources/semag/marioandluigipartnersintime/index.html
Mario Combat,mariocombat,https://selenite.cc/resources/semag/mariocombat/placeholder.png,https://selenite.cc/resources/semag/mariocombat/index.html
Mario Golf,mariogolf,https://selenite.cc/resources/semag/mariogolf/placeholder.png,https://selenite.cc/resources/semag/mariogolf/index.html
Mario Kart 64,mariokart64,https://selenite.cc/resources/semag/mariokart64/placeholder.png,https://selenite.cc/resources/semag/mariokart64/index.html
Mario Kart Super Circuit,mariokartsupercircuit,https://selenite.cc/resources/semag/mariokartsupercircuit/placeholder.png,https://selenite.cc/resources/semag/mariokartsupercircuit/index.html
Mario Paint,mariopaint,https://selenite.cc/resources/semag/mariopaint/placeholder.png,https://selenite.cc/resources/semag/mariopaint/index.html
Mario Party Advance,mariopartyadvance,https://selenite.cc/resources/semag/mariopartyadvance/placeholder.png,https://selenite.cc/resources/semag/mariopartyadvance/index.html
Mario Pinball Land,mariopinballland,https://selenite.cc/resources/semag/mariopinballland/placeholder.png,https://selenite.cc/resources/semag/mariopinballland/index.html
Mario Tennis,mariotennis,https://selenite.cc/resources/semag/mariotennis/placeholder.png,https://selenite.cc/resources/semag/mariotennis/index.html
Mega Man X,megamanx,https://selenite.cc/resources/semag/megamanx/megamanx.jpg,https://selenite.cc/resources/semag/megamanx/index.html
Mega Man Zero,megamanzero,https://selenite.cc/resources/semag/megamanzero/Mega_Man_Zero_cover.jpg,https://selenite.cc/resources/semag/megamanzero/index.html
Metal Gear Solid,metalgearsolid,https://selenite.cc/resources/semag/metalgearsolid/Metal_Gear_Solid_cover_art.png,https://selenite.cc/resources/semag/metalgearsolid/index.html
Metroid,metroid,https://selenite.cc/resources/semag/metroid/metroi.jpg,https://selenite.cc/resources/semag/metroid/index.html
Metroid Fusion,metroidfusion,https://selenite.cc/resources/semag/metroidfusion/Metroid_Fusion_box.jpg,https://selenite.cc/resources/semag/metroidfusion/index.html
Metroid II,metroidii,https://selenite.cc/resources/semag/metroidii/metroid2.png,https://selenite.cc/resources/semag/metroidii/index.html
Minisho,minisho,https://selenite.cc/resources/semag/minisho/512.png,https://selenite.cc/resources/semag/minisho/index.html
Monopoly,monopoly,https://selenite.cc/resources/semag/monopoly/monopoly.jpg,https://selenite.cc/resources/semag/monopoly/index.html
Monster Brawl,monsterbrawl,https://selenite.cc/resources/semag/monsterbrawl/monsterbrawl.jpeg,https://selenite.cc/resources/semag/monsterbrawl/index.html
Mortal Kombat 4,mortalkombat4,https://selenite.cc/resources/semag/mortalkombat4/Mortal_Kombat_4_cover.jpg,https://selenite.cc/resources/semag/mortalkombat4/index.html
Mother 3,mother3,https://selenite.cc/resources/semag/mother3/mother3.jpg,https://selenite.cc/resources/semag/mother3/index.html
Multitask,multitask,https://selenite.cc/resources/semag/multitask/multittaks.png,https://selenite.cc/resources/semag/multitask/index.html
Mystical Ninja Starring Goemon,mysticalninja,https://selenite.cc/resources/semag/mysticalninja/mysticalninja.jpeg,https://selenite.cc/resources/semag/mysticalninja/index.html
Neon Rider,neonrider,https://selenite.cc/resources/semag/neonrider/neonrider.png,https://selenite.cc/resources/semag/neonrider/index.html
New Super Mario Bros,newsupermariobros,https://selenite.cc/resources/semag/newsupermariobros/newsupermariobros.jpg,https://selenite.cc/resources/semag/newsupermariobros/index.html
Ninja Gaiden,ninjagaiden,https://selenite.cc/resources/semag/ninjagaiden/ninjagaiden.jpeg,https://selenite.cc/resources/semag/ninjagaiden/index.html
Oodlegobs,oodlegobs,https://selenite.cc/resources/semag/oodlegobs/oddlegobs.jpeg,https://selenite.cc/resources/semag/oodlegobs/index.html
Pacman World,pacmanworld,https://selenite.cc/resources/semag/pacmanworld/pacmanworld.jpeg,https://selenite.cc/resources/semag/pacmanworld/index.html
Papa's Hotdoggeria,papashotdoggeria,https://selenite.cc/resources/semag/papashotdoggeria/papashotdoggeria.png,https://selenite.cc/resources/semag/papashotdoggeria/index.html
Phantasy Star IV,phantasystariv,https://selenite.cc/resources/semag/phantasystariv/phantasystar4-sq-1643743320841.jpg,https://selenite.cc/resources/semag/phantasystariv/index.html
Picross DS,picrossds,https://selenite.cc/resources/semag/picrossds/picrossds-1649613023700.jpg,https://selenite.cc/resources/semag/picrossds/index.html
Portal (Flash),portalflash,https://selenite.cc/resources/semag/portalflash/portal.ico,https://selenite.cc/resources/semag/portalflash/index.html
Portal 2 (Flash),portal2flash,https://selenite.cc/resources/semag/portal2flash/portal2flash.jpeg,https://selenite.cc/resources/semag/portal2flash/index.html
Professor Layton and the Curious Village,professorlayton,https://selenite.cc/resources/semag/professorlayton/professor-layton-and-the-curious-village-button-1641604221842.jpg,https://selenite.cc/resources/semag/professorlayton/index.html
Quest 64,quest64,https://selenite.cc/resources/semag/quest64/quest64.jpg,https://selenite.cc/resources/semag/quest64/index.html
Rabbit Samurai,rabbitsamurai,https://selenite.cc/resources/semag/rabbitsamurai/icon-256.png,https://selenite.cc/resources/semag/rabbitsamurai/index.html
Raft Wars,raftwars,https://selenite.cc/resources/semag/raftwars/raft-wars.avif,https://selenite.cc/resources/semag/raftwars/index.html
Raft Wars 2,raftwars2,https://selenite.cc/resources/semag/raftwars2/raft-wars-2.avif,https://selenite.cc/resources/semag/raftwars2/index.html
Ranger X,rangerx,https://selenite.cc/resources/semag/rangerx/rangerx-1660932921478.jpg,https://selenite.cc/resources/semag/rangerx/index.html
Rayman 3,rayman3,https://selenite.cc/resources/semag/rayman3/rayman3.jpeg,https://selenite.cc/resources/semag/rayman3/index.html
Ristar,ristar,https://selenite.cc/resources/semag/ristar/ristart.jpeg,https://selenite.cc/resources/semag/ristar/index.html
Rocket Soccer,rocketsoccer,https://selenite.cc/resources/semag/rocketsoccer/splash.webp,https://selenite.cc/resources/semag/rocketsoccer/index.html
Rogue,rogue,https://selenite.cc/resources/semag/rogue/rogue.png,https://selenite.cc/resources/semag/rogue/index.html
Sandboxcity,sandboxcity,https://selenite.cc/resources/semag/sandboxcity/Icon_512x512.png,https://selenite.cc/resources/semag/sandboxcity/index.html
Scribblenauts,scribblenauts,https://selenite.cc/resources/semag/scribblenauts/scribblenauts.jpg,https://selenite.cc/resources/semag/scribblenauts/index.html
Shift,shift,https://selenite.cc/resources/semag/shift/shift.png,https://selenite.cc/resources/semag/shift/index.html
Shift 2,shift2,https://selenite.cc/resources/semag/shift2/shift2.jpeg,https://selenite.cc/resources/semag/shift2/index.html
Shift 3,shift3,https://selenite.cc/resources/semag/shift3/shift3.png,https://selenite.cc/resources/semag/shift3/index.html
Shift 4,shift4,https://selenite.cc/resources/semag/shift4/Shift-4.webp,https://selenite.cc/resources/semag/shift4/index.html
Shining Force,shiningforce,https://selenite.cc/resources/semag/shiningforce/shiningforce-1650610401497.jpg,https://selenite.cc/resources/semag/shiningforce/index.html
Shinobi III - Return of the Ninja Master,shinobiiii,https://selenite.cc/resources/semag/shinobiiii/shinobi3-sq-1643745022344.jpg,https://selenite.cc/resources/semag/shinobiiii/index.html
Shop Empire,shopempire,https://selenite.cc/resources/semag/shopempire/shopempire.jpg,https://selenite.cc/resources/semag/shopempire/index.html
Shop Empire Fable,shopempirefable,https://selenite.cc/resources/semag/shopempirefable/Shop-Empire-Fable.jpg,https://selenite.cc/resources/semag/shopempirefable/index.html
Shrek 2,shrek2,https://selenite.cc/resources/semag/shrek2/shrek2.jpg,https://selenite.cc/resources/semag/shrek2/index.html
The Simpsons: Road Rage,simpsonsroadrage,https://selenite.cc/resources/semag/simpsonsroadrage/simpsonsroadrage.jpeg,https://selenite.cc/resources/semag/simpsonsroadrage/index.html
Skywire,skywire,https://selenite.cc/resources/semag/skywire/skywire.png,https://selenite.cc/resources/semag/skywire/index.html
Skywire 2,skywire2,https://selenite.cc/resources/semag/skywire2/skywire-2-html5.avif,https://selenite.cc/resources/semag/skywire2/index.html
Sonic Rush,sonicrush,https://selenite.cc/resources/semag/sonicrush/sonicrush.jpeg,https://selenite.cc/resources/semag/sonicrush/index.html
Sonic Spinball,sonicspinball,https://selenite.cc/resources/semag/sonicspinball/sonicspinball.ico,https://selenite.cc/resources/semag/sonicspinball/index.html
Sort the Court,sortthecourt,https://selenite.cc/resources/semag/sortthecourt/img/logo.avif,https://selenite.cc/resources/semag/sortthecourt/index.html
Space Invaders,spaceinvaders,https://selenite.cc/resources/semag/spaceinvaders/spaceinvaders.png,https://selenite.cc/resources/semag/spaceinvaders/index.html
The Legend of Zelda: Spirit Tracks,spirittracks,https://selenite.cc/resources/semag/spirittracks/The_Legend_of_Zelda_Spirit_Tracks_box_art.jpg,https://selenite.cc/resources/semag/spirittracks/index.html
Stair Race 3D,stairrace3d,https://selenite.cc/resources/semag/stairrace3d/favicon.ico,https://selenite.cc/resources/semag/stairrace3d/index.html
Steak and Jake,steakandjake,https://selenite.cc/resources/semag/steakandjake/steakandjake.png,https://selenite.cc/resources/semag/steakandjake/index.html
Stick Kombat,stickkombat,https://selenite.cc/resources/semag/stickkombat/stickman-kombat.avif,https://selenite.cc/resources/semag/stickkombat/index.html
Stick War 2,stickwar2,https://selenite.cc/resources/semag/stickwar2/stickwar2.avif,https://selenite.cc/resources/semag/stickwar2/index.html
Street Fighter 2,streetfighter2,https://selenite.cc/resources/semag/streetfighter2/streetfighter2.png,https://selenite.cc/resources/semag/streetfighter2/index.html
Streets of Rage,streetsofrage,https://selenite.cc/resources/semag/streetsofrage/streetsofrage.jpeg,https://selenite.cc/resources/semag/streetsofrage/index.html
Streets of Rage 2,streetsofrage2,https://selenite.cc/resources/semag/streetsofrage2/streetsofrage2.jpeg,https://selenite.cc/resources/semag/streetsofrage2/index.html
Super Bomberman,superbomberman,https://selenite.cc/resources/semag/superbomberman/superbomberman.png,https://selenite.cc/resources/semag/superbomberman/index.html
Superhero Drop,superherodrop,https://selenite.cc/resources/semag/superherodrop/superhero drop.webp,https://selenite.cc/resources/semag/superherodrop/index.html
Super Mario Bros,supermariobros,https://selenite.cc/resources/semag/supermariobros/supermariobros.webp,https://selenite.cc/resources/semag/supermariobros/index.html
Super Mario Bros 2,supermariobros2,https://selenite.cc/resources/semag/supermariobros2/supermariobros2.jpeg,https://selenite.cc/resources/semag/supermariobros2/index.html
Super Mario Bros 3,supermariobros3,https://selenite.cc/resources/semag/supermariobros3/smb3-1709899677898.webp,https://selenite.cc/resources/semag/supermariobros3/index.html
Super Mario Kart,supermariokart,https://selenite.cc/resources/semag/supermariokart/logo.avif,https://selenite.cc/resources/semag/supermariokart/index.html
Super Mario Land,supermarioland,https://selenite.cc/resources/semag/supermarioland/supermarioland.jpeg,https://selenite.cc/resources/semag/supermarioland/index.html
Super Mario Land 2,supermarioland2,https://selenite.cc/resources/semag/supermarioland2/supermarioland2.jpg,https://selenite.cc/resources/semag/supermarioland2/index.html
Super Mario RPG,supermariorpg,https://selenite.cc/resources/semag/supermariorpg/super-mario-rpg-remake_krwz.128.webp,https://selenite.cc/resources/semag/supermariorpg/index.html
Super Mario World,supermarioworld,https://selenite.cc/resources/semag/supermarioworld/super-mario-world-1709899758057.webp,https://selenite.cc/resources/semag/supermarioworld/index.html
Super Metroid,supermetroid,https://selenite.cc/resources/semag/supermetroid/supermetroid.jpeg,https://selenite.cc/resources/semag/supermetroid/index.html
Super Monkey Ball Jr,supermonkeyballjr,https://selenite.cc/resources/semag/supermonkeyballjr/monkeyballjr-1675104123999.jpg,https://selenite.cc/resources/semag/supermonkeyballjr/index.html
Super Princess Peach,superprincesspeach,https://selenite.cc/resources/semag/superprincesspeach/superprincesspeach-1650156712858.jpg,https://selenite.cc/resources/semag/superprincesspeach/index.html
Mario and Luigi Superstar Saga,superstarsaga,https://selenite.cc/resources/semag/superstarsaga/placeholder.png,https://selenite.cc/resources/semag/superstarsaga/index.html
Super Tennis,supertennis,https://selenite.cc/resources/semag/supertennis/supertennis.jpeg,https://selenite.cc/resources/semag/supertennis/index.html
Super Treadmill,supertreadmill,https://selenite.cc/resources/semag/supertreadmill/super-treadmill.png,https://selenite.cc/resources/semag/supertreadmill/index.html
Swindler,swindler,https://selenite.cc/resources/semag/swindler/swindler-updates-22-02-12.png,https://selenite.cc/resources/semag/swindler/index.html
Swords And Sandals,swordsandsandals,https://selenite.cc/resources/semag/swordsandsandals/Swords_and_Sandals_I-_Gladiator.webp,https://selenite.cc/resources/semag/swordsandsandals/index.html
Swords And Sandals 2,swordsandsandals2,https://selenite.cc/resources/semag/swordsandsandals2/swordsandsandles2.webp,https://selenite.cc/resources/semag/swordsandsandals2/index.html
Tap Road,taproad,https://selenite.cc/resources/semag/taproad/taproad.jpeg,https://selenite.cc/resources/semag/taproad/index.html
Test Subject Arena,testsubjectarena,https://selenite.cc/resources/semag/testsubjectarena/testsubjectarena.jpeg,https://selenite.cc/resources/semag/testsubjectarena/index.html
Test Subject Complete,testsubjectcomplete,https://selenite.cc/resources/semag/testsubjectcomplete/testsubjectcomplete.png,https://selenite.cc/resources/semag/testsubjectcomplete/index.html
The Sims 2,thesims2,https://selenite.cc/resources/semag/thesims2/thesims2.jpeg,https://selenite.cc/resources/semag/thesims2/index.html
The Sims 3,thesims3,https://selenite.cc/resources/semag/thesims3/thesims3.webp,https://selenite.cc/resources/semag/thesims3/index.html
Turok: Dinosaur Hunter,turokdinosaurhunter,https://selenite.cc/resources/semag/turokdinosaurhunter/turok.jpeg,https://selenite.cc/resources/semag/turokdinosaurhunter/index.html
Twin Shot,twinshot,https://selenite.cc/resources/semag/twinshot/logo.avif,https://selenite.cc/resources/semag/twinshot/index.html
Twin Shot 2,twinshot2,https://selenite.cc/resources/semag/twinshot2/twinshot2.jpeg,https://selenite.cc/resources/semag/twinshot2/index.html
Vectorman,vectorman,https://selenite.cc/resources/semag/vectorman/vectorman-1648596388439.jpg,https://selenite.cc/resources/semag/vectorman/index.html
Vectorman 2,vectorman2,https://selenite.cc/resources/semag/vectorman2/Vectorman2.jpg,https://selenite.cc/resources/semag/vectorman2/index.html
Wario Land 4,warioland4,https://selenite.cc/resources/semag/warioland4/warioland4-1654102202160.jpg,https://selenite.cc/resources/semag/warioland4/index.html
Wario Land II,wariolandii,https://selenite.cc/resources/semag/wariolandii/Wario_Land_II_NA_Box_Art.jpg,https://selenite.cc/resources/semag/wariolandii/index.html
Wario's Woods,warioswoods,https://selenite.cc/resources/semag/warioswoods/warioswoods-sq-1643067375299.webp,https://selenite.cc/resources/semag/warioswoods/index.html
WarioWare,warioware,https://selenite.cc/resources/semag/warioware/Warioware1box.jpg,https://selenite.cc/resources/semag/warioware/index.html
WarioWare: DIY,wariowarediy,https://selenite.cc/resources/semag/wariowarediy/wariowarediy-sq-1644007189616.jpg,https://selenite.cc/resources/semag/wariowarediy/index.html
WarioWare: Touched,wariowaretouched,https://selenite.cc/resources/semag/wariowaretouched/wariowaretouched.jpeg,https://selenite.cc/resources/semag/wariowaretouched/index.html
Waterworks,waterworks,https://selenite.cc/resources/semag/waterworks/banner.png,https://selenite.cc/resources/semag/waterworks/index.html
Wave Race 64,waverace64,https://selenite.cc/resources/semag/waverace64/cover.jpg,https://selenite.cc/resources/semag/waverace64/index.html
Worms: World Party,wormsworldparty,https://selenite.cc/resources/semag/wormsworldparty/wormsworldparty.jpg,https://selenite.cc/resources/semag/wormsworldparty/index.html
Yoshi's Island,yoshisisland,https://selenite.cc/resources/semag/yoshisisland/yoshisisland.jpg,https://selenite.cc/resources/semag/yoshisisland/index.html
Yoshi's Story,yoshisstory,https://selenite.cc/resources/semag/yoshisstory/yoshisstory.jpeg,https://selenite.cc/resources/semag/yoshisstory/index.html
Zombotron,zombotron,https://selenite.cc/resources/semag/zombotron/zombotron.webp,https://selenite.cc/resources/semag/zombotron/index.html
Zombotron 2,zombotron2,https://selenite.cc/resources/semag/zombotron2/zombotron2.webp,https://selenite.cc/resources/semag/zombotron2/index.html
Peggle,peggle,https://selenite.cc/resources/semag/peggle/peggle.jpeg,https://selenite.cc/resources/semag/peggle/index.html
Gacha Life,gachalife,https://selenite.cc/resources/semag/gachalife/gachalife.png,https://selenite.cc/resources/semag/gachalife/index.html
Gacha Club,gachaclub,https://selenite.cc/resources/semag/gachaclub/gachaclub.png,https://selenite.cc/resources/semag/gachaclub/index.html
Gachaverse,gachaverse,https://selenite.cc/resources/semag/gachaverse/gachaverse.png,https://selenite.cc/resources/semag/gachaverse/index.html
