name,directory,image,iframe
Friday Night Funkin: X Miku,fnf-miku,https://selenite.cc/resources/semag/fnf-miku/logo.png,https://selenite.cc/resources/semag/fnf-miku/index.html
Friday Night Funkin: Vs Hex,fnf-hex,https://selenite.cc/resources/semag/fnf-hex/logo.png,https://selenite.cc/resources/semag/fnf-hex/index.html
Friday Night Funkin: B-Sides,fnf-bside,https://selenite.cc/resources/semag/fnf-bside/logo.png,https://selenite.cc/resources/semag/fnf-bside/index.html
Friday Night Funkin: VS Whitty,fnf-whitty,https://selenite.cc/resources/semag/fnf-whitty/logo.png,https://selenite.cc/resources/semag/fnf-whitty/index.html
Amanda the Adventurer,amanda-the-adventurer,https://selenite.cc/resources/semag/amanda-the-adventurer/logo.jpg,https://selenite.cc/resources/semag/amanda-the-adventurer/index.html
Papa Louie 2,papalouie2,https://selenite.cc/resources/semag/papalouie2/logo.png,https://selenite.cc/resources/semag/papalouie2/index.html
Papa Louie 3,papalouie3,https://selenite.cc/resources/semag/papalouie3/logo.jpg,https://selenite.cc/resources/semag/papalouie3/index.html
Cactus McCoy 2,cactusmccoy2,https://selenite.cc/resources/semag/cactusmccoy2/logo.jpg,https://selenite.cc/resources/semag/cactusmccoy2/index.html
Cactus McCoy,cactusmccoy,https://selenite.cc/resources/semag/cactusmccoy/logo.webp,https://selenite.cc/resources/semag/cactusmccoy/index.html
Kingsley's Customer Palooza,customerpalooza,https://selenite.cc/resources/semag/customerpalooza/logo.jpg,https://selenite.cc/resources/semag/customerpalooza/index.html
Guppy Guard Express,guppyguardexpress,https://selenite.cc/resources/semag/guppyguardexpress/logo.jpg,https://selenite.cc/resources/semag/guppyguardexpress/index.html
JackSmith,jacksmith,https://selenite.cc/resources/semag/jacksmith/logo.webp,https://selenite.cc/resources/semag/jacksmith/index.html
Steak and Jake: Midnight March,midnightmarch,https://selenite.cc/resources/semag/midnightmarch/logo.jpg,https://selenite.cc/resources/semag/midnightmarch/index.html
Papa's Cupcakeria,papascupcakeria,https://selenite.cc/resources/semag/papascupcakeria/logo.jpg,https://selenite.cc/resources/semag/papascupcakeria/index.html
Papa Louie,papalouie,https://selenite.cc/resources/semag/papalouie/logo.jpg,https://selenite.cc/resources/semag/papalouie/index.html
Spacebar Clicker,spacebar-clicker,https://selenite.cc/resources/semag/spacebar-clicker/logo.jpg,https://selenite.cc/resources/semag/spacebar-clicker/index.html
OvO Dimensions,ovo3,https://selenite.cc/resources/semag/ovo3/img.webp,https://selenite.cc/resources/semag/ovo3/index.html
OvO 2,ovo2,https://selenite.cc/resources/semag/ovo2/img.webp,https://selenite.cc/resources/semag/ovo2/index.html
Fish Rescue,fish-rescue,https://selenite.cc/resources/semag/fish-rescue/logo.png,https://selenite.cc/resources/semag/fish-rescue/index.html
Speed Stars,speed-stars,https://selenite.cc/resources/semag/speed-stars/logo.png,https://selenite.cc/resources/semag/speed-stars/index.html
Tomodachi Life,tomodachilife,https://selenite.cc/resources/semag/tomodachilife/logo.jpg,https://selenite.cc/resources/semag/tomodachilife/index.html
Half Life,halflife,https://selenite.cc/resources/semag/halflife/favicon.ico,https://selenite.cc/resources/semag/halflife/index.html
Half Life 2,half-life-2,https://selenite.cc/resources/semag/half-life-2/hl2.png,https://selenite.cc/resources/semag/half-life-2/index.html
R.E.P.O.,repo,https://selenite.cc/resources/semag/repo/logo.png,https://selenite.cc/resources/semag/repo/index.html
Human Expenditure Program,human-expenditure-program,https://selenite.cc/resources/semag/human-expenditure-program/logo.webp,https://selenite.cc/resources/semag/human-expenditure-program/index.html
Hotline Miami,hotline-miami,https://selenite.cc/resources/semag/hotline-miami/logo.png,https://selenite.cc/resources/semag/hotline-miami/index.html
The Deadseat,deadseat,https://selenite.cc/resources/semag/deadseat/logo.png,https://selenite.cc/resources/semag/deadseat/index.html
Cuphead,cuphead,https://selenite.cc/resources/semag/cuphead/logo.png,https://selenite.cc/resources/semag/cuphead/index.html
Eat The Rich,eattherich,https://selenite.cc/resources/semag/eattherich/logo.png,https://selenite.cc/resources/semag/eattherich/index.html
Buckshot Roulette,buckshot-roulette,https://selenite.cc/resources/semag/buckshot-roulette/buckshot-roulette.apple-touch-icon.png,https://selenite.cc/resources/semag/buckshot-roulette/index.html
Baldi's Basics Classic Remastered,baldi-remaster,https://selenite.cc/resources/semag/baldi-remaster/logo.png,https://selenite.cc/resources/semag/baldi-remaster/index.html
Bendy and the Ink Machine,bendy,https://selenite.cc/resources/semag/bendy/logo.png,https://selenite.cc/resources/semag/bendy/index.html
BERGENTRUCK,bergentruck,https://selenite.cc/resources/semag/bergentruck/BERGENTRUCK_201X.apple-touch-icon.png,https://selenite.cc/resources/semag/bergentruck/index.html
Bloodmoney,bloodmoney,https://selenite.cc/resources/semag/bloodmoney/logo.png,https://selenite.cc/resources/semag/bloodmoney/index.html
Do NOT Take This Cat Home,donottakethiscathome,https://selenite.cc/resources/semag/donottakethiscathome/icons/icon.png,https://selenite.cc/resources/semag/donottakethiscathome/index.html
Mousepoint,mousepoint,https://selenite.cc/resources/semag/mousepoint/images/logo.png,https://selenite.cc/resources/semag/mousepoint/index.html
Surf Go,surf,https://selenite.cc/resources/semag/surf/logo.webp,https://selenite.cc/resources/semag/surf/index.html
Slender,slender,https://selenite.cc/resources/semag/slender/logo.png,https://selenite.cc/resources/semag/slender/index.html
Doki Doki Literature Club Plus,ddlcplus,https://selenite.cc/resources/semag/ddlcplus/game/images/LauncherAssets/DDLC logo.png,https://selenite.cc/resources/semag/ddlcplus/index.html
Doki Doki Literature Club,ddlc,https://selenite.cc/resources/semag/ddlc/icons/web-icon.png,https://selenite.cc/resources/semag/ddlc/index.html
Bouncy Motors,bouncymotors,https://selenite.cc/resources/semag/bouncymotors/icon.png,https://selenite.cc/resources/semag/bouncymotors/index.html
Frostpunk Pico,frostpunkpico,https://selenite.cc/resources/semag/frostpunkpico/logo.png,https://selenite.cc/resources/semag/frostpunkpico/index.html
Class of '09: The Flip Side,co09flipside,https://selenite.cc/resources/semag/co09flipside/logo.png,https://selenite.cc/resources/semag/co09flipside/index.html
Class of '09: The Re-Up,co09reup,https://selenite.cc/resources/semag/co09reup/logo.png,https://selenite.cc/resources/semag/co09reup/index.html
Class of '09,co09,https://selenite.cc/resources/semag/co09/logo.png,https://selenite.cc/resources/semag/co09/index.html
Civ Clicker,civclicker,https://selenite.cc/resources/semag/civclicker/images/piety.png,https://selenite.cc/resources/semag/civclicker/index.html
Stick With It,stickwithit,https://selenite.cc/resources/semag/stickwithit/logo.png,https://selenite.cc/resources/semag/stickwithit/index.html
Kindergarten 2,kindergarten2,https://selenite.cc/resources/semag/kindergarten2/logo.png,https://selenite.cc/resources/semag/kindergarten2/index.html
Kindergarten 3,kindergarten3,https://selenite.cc/resources/semag/kindergarten3/logo.png,https://selenite.cc/resources/semag/kindergarten3/index.html
Kindergarten,kindergarten1,https://selenite.cc/resources/semag/kindergarten1/logo.png,https://selenite.cc/resources/semag/kindergarten1/index.html
Lacey's Flash Games,lacysflashgames,https://selenite.cc/resources/semag/lacysflashgames/icon.png,https://selenite.cc/resources/semag/lacysflashgames/index.html
Six Cats Under,sixcatsunder,https://selenite.cc/resources/semag/sixcatsunder/logo.png,https://selenite.cc/resources/semag/sixcatsunder/index.html
The Circle,thecircle,https://selenite.cc/resources/semag/thecircle/img/ico144.png,https://selenite.cc/resources/semag/thecircle/index.html
Hardware Tycoon,hardwaretycoon,https://selenite.cc/resources/semag/hardwaretycoon/icon-114.png,https://selenite.cc/resources/semag/hardwaretycoon/index.html
Bloons Player Pack 1,bloonspp1,https://selenite.cc/resources/semag/bloonspp1/logo.jpg,https://selenite.cc/resources/semag/bloonspp1/index.html
Bloons Player Pack 2,bloonspp2,https://selenite.cc/resources/semag/bloonspp2/logo.jpg,https://selenite.cc/resources/semag/bloonspp2/index.html
Bloons Player Pack 3,bloonspp3,https://selenite.cc/resources/semag/bloonspp3/logo.jpg,https://selenite.cc/resources/semag/bloonspp3/index.html
Bloons Player Pack 4,bloonspp4,https://selenite.cc/resources/semag/bloonspp4/logo.jpg,https://selenite.cc/resources/semag/bloonspp4/index.html
Bloons Player Pack 5,bloonspp5,https://selenite.cc/resources/semag/bloonspp5/logo.jpg,https://selenite.cc/resources/semag/bloonspp5/index.html
Hollow Knight,hollowknight,https://selenite.cc/resources/semag/hollowknight/logo.jpg,https://selenite.cc/resources/semag/hollowknight/index.html
Baldi's Basics Plus,baldi-plus,https://selenite.cc/resources/semag/baldi-plus/cover.png,https://selenite.cc/resources/semag/baldi-plus/index.html
Crazy Cattle 3D,crazycattle,https://selenite.cc/resources/semag/crazycattle/CrazyCattle3D.icon.png,https://selenite.cc/resources/semag/crazycattle/index.html
Volley Random,volleyrandom,https://selenite.cc/resources/semag/volleyrandom/cover.webp,https://selenite.cc/resources/semag/volleyrandom/index.html
Yumi Nikki,yume-nikki,https://selenite.cc/resources/semag/yume-nikki/cover.png,https://selenite.cc/resources/semag/yume-nikki/index.html
Webfishing,web-fishing,https://selenite.cc/resources/semag/web-fishing/logo.png,https://selenite.cc/resources/semag/web-fishing/index.html
Undertale Yellow,undertale-yellow,https://selenite.cc/resources/semag/undertale-yellow/favicon.png,https://selenite.cc/resources/semag/undertale-yellow/index.html
Ultrakill,ultrakill,https://selenite.cc/resources/semag/ultrakill/logo.png,https://selenite.cc/resources/semag/ultrakill/index.html
Undertale,undertale,https://selenite.cc/resources/semag/undertale/logo.png,https://selenite.cc/resources/semag/undertale/index.html
That's not my Neighbor,thats-not-my-neighbor,https://selenite.cc/resources/semag/thats-not-my-neighbor/thats-not-my-neighbor.icon.png,https://selenite.cc/resources/semag/thats-not-my-neighbor/index.html
People Playground,peopleplayground,https://selenite.cc/resources/semag/peopleplayground/logo.jpg,https://selenite.cc/resources/semag/peopleplayground/index.html
Omori,omori,https://selenite.cc/resources/semag/omori/icon/icon.png,https://selenite.cc/resources/semag/omori/index.html
Milkman Karlson,milkman-karlson,https://selenite.cc/resources/semag/milkman-karlson/Build/MILKMAN.jpg,https://selenite.cc/resources/semag/milkman-karlson/index.html
Ace Attorney: Pheonix Wright,aceattorneyphoenixwright,https://selenite.cc/resources/semag/aceattorneyphoenixwright/logo.png,https://selenite.cc/resources/semag/aceattorneyphoenixwright/index.html
Antimatter Dimensions,antimatterdimensions,https://selenite.cc/resources/semag/antimatterdimensions/icon.png,https://selenite.cc/resources/semag/antimatterdimensions/index.html
Mega Man,megaman,https://selenite.cc/resources/semag/megaman/icon.png,https://selenite.cc/resources/semag/megaman/index.html
Mega Man 2,megaman2,https://selenite.cc/resources/semag/megaman2/icon.png,https://selenite.cc/resources/semag/megaman2/index.html
Mega Man 3,megaman3,https://selenite.cc/resources/semag/megaman3/icon.png,https://selenite.cc/resources/semag/megaman3/index.html
Mega Man 4,megaman4,https://selenite.cc/resources/semag/megaman4/icon.png,https://selenite.cc/resources/semag/megaman4/index.html
Mega Man 5,megaman5,https://selenite.cc/resources/semag/megaman5/icon.png,https://selenite.cc/resources/semag/megaman5/index.html
Mega Man 6,megaman6,https://selenite.cc/resources/semag/megaman6/icon.png,https://selenite.cc/resources/semag/megaman6/index.html
Happy Sheepies,happy-sheepies,https://selenite.cc/resources/semag/happy-sheepies/logo.jpg,https://selenite.cc/resources/semag/happy-sheepies/index.html
Final Ninja,final,https://selenite.cc/resources/semag/final/cover.png,https://selenite.cc/resources/semag/final/index.html
The Sims - Busting Out,bsims,https://selenite.cc/resources/semag/bsims/cover.png,https://selenite.cc/resources/semag/bsims/index.html
SimCity 2000,2000si,https://selenite.cc/resources/semag/2000si/cover.png,https://selenite.cc/resources/semag/2000si/index.html
SimCity,simcity,https://selenite.cc/resources/semag/simcity/cover.png,https://selenite.cc/resources/semag/simcity/index.html
Donkey Kong,kong,https://selenite.cc/resources/semag/kong/cover.png,https://selenite.cc/resources/semag/kong/index.html
Sonic Advance 3,3sadv,https://selenite.cc/resources/semag/3sadv/cover.png,https://selenite.cc/resources/semag/3sadv/index.html
Sonic Advance 2,2sadv,https://selenite.cc/resources/semag/2sadv/cover.png,https://selenite.cc/resources/semag/2sadv/index.html
Sonic Advance,sadvance,https://selenite.cc/resources/semag/sadvance/cover.png,https://selenite.cc/resources/semag/sadvance/index.html
Crazy Taxi,crtaxi,https://selenite.cc/resources/semag/crtaxi/cover.png,https://selenite.cc/resources/semag/crtaxi/index.html
Sonic & Knuckles,knuck,https://selenite.cc/resources/semag/knuck/cover.png,https://selenite.cc/resources/semag/knuck/index.html
Sonic 3,3sonic,https://selenite.cc/resources/semag/3sonic/cover.png,https://selenite.cc/resources/semag/3sonic/index.html
Hobo 7,7hobo,https://selenite.cc/resources/semag/7hobo/cover.png,https://selenite.cc/resources/semag/7hobo/index.html
Hobo 6,6hobo,https://selenite.cc/resources/semag/6hobo/cover.png,https://selenite.cc/resources/semag/6hobo/index.html
Hobo 5,5hobo,https://selenite.cc/resources/semag/5hobo/cover.png,https://selenite.cc/resources/semag/5hobo/index.html
Hobo 4,4hobo,https://selenite.cc/resources/semag/4hobo/cover.png,https://selenite.cc/resources/semag/4hobo/index.html
Hobo 3,3hobo,https://selenite.cc/resources/semag/3hobo/cover.png,https://selenite.cc/resources/semag/3hobo/index.html
3 Lines,3line,https://selenite.cc/resources/semag/3line/cover.png,https://selenite.cc/resources/semag/3line/index.html
Crazy Flasher 6,6flash,https://selenite.cc/resources/semag/6flash/cover.png,https://selenite.cc/resources/semag/6flash/index.html
Crazy Flasher 5,5flash,https://selenite.cc/resources/semag/5flash/cover.png,https://selenite.cc/resources/semag/5flash/index.html
Crazy Flasher 4,4flash,https://selenite.cc/resources/semag/4flash/cover.png,https://selenite.cc/resources/semag/4flash/index.html
Crazy Flasher 2,2flash,https://selenite.cc/resources/semag/2flash/cover.png,https://selenite.cc/resources/semag/2flash/index.html
Crazy Flasher 3,3flash,https://selenite.cc/resources/semag/3flash/cover.png,https://selenite.cc/resources/semag/3flash/index.html
GTA: Advance,advgta,https://selenite.cc/resources/semag/advgta/cover.png,https://selenite.cc/resources/semag/advgta/index.html
GTA 1,gta1,https://selenite.cc/resources/semag/gta1/cover.png,https://selenite.cc/resources/semag/gta1/index.html
GTA 2,gta2,https://selenite.cc/resources/semag/gta2/cover.png,https://selenite.cc/resources/semag/gta2/index.html
Quake 3 Arena,quake-3-arena,https://selenite.cc/resources/semag/quake-3-arena/Quake3FavIcon_192x192.png,https://selenite.cc/resources/semag/quake-3-arena/index.html
Quake 1,quake,https://selenite.cc/resources/semag/quake/icon.png,https://selenite.cc/resources/semag/quake/index.html
3D Space Cadet Pinball,pinball,https://selenite.cc/resources/semag/pinball/cover.png,https://selenite.cc/resources/semag/pinball/index.html
Sonic 2,2sonic,https://selenite.cc/resources/semag/2sonic/cover.svg,https://selenite.cc/resources/semag/2sonic/index.html
Corporation Inc,corp,https://selenite.cc/resources/semag/corp/cover.png,https://selenite.cc/resources/semag/corp/index.html
Plants vs. Zombies,pvz,https://selenite.cc/resources/semag/pvz/cover.png,https://selenite.cc/resources/semag/pvz/index.html
Pyongyang Racer,pyong,https://selenite.cc/resources/semag/pyong/cover.png,https://selenite.cc/resources/semag/pyong/index.html
Ultimate Flash Sonic,flash,https://selenite.cc/resources/semag/flash/cover.png,https://selenite.cc/resources/semag/flash/index.html
Hobo 2,2hobo,https://selenite.cc/resources/semag/2hobo/cover.png,https://selenite.cc/resources/semag/2hobo/index.html
Hobo 1,1hobo,https://selenite.cc/resources/semag/1hobo/cover.png,https://selenite.cc/resources/semag/1hobo/index.html
Super Auto Pets,auto,https://selenite.cc/resources/semag/auto/cover.png,https://selenite.cc/resources/semag/auto/index.html
Sonic 1,sonic,https://selenite.cc/resources/semag/sonic/cover.svg,https://selenite.cc/resources/semag/sonic/index.html
Earn to Die,ern,https://selenite.cc/resources/semag/ern/cover.png,https://selenite.cc/resources/semag/ern/index.html
Temple of Boom,temple,https://selenite.cc/resources/semag/temple/cover.png,https://selenite.cc/resources/semag/temple/index.html
Backrooms 2D,2d,https://selenite.cc/resources/semag/2d/cover.png,https://selenite.cc/resources/semag/2d/index.html
Superhero Drop,superhero,https://selenite.cc/resources/semag/superhero/cover.png,https://selenite.cc/resources/semag/superhero/index.html
Jake's Jingle Quest,jake,https://selenite.cc/resources/semag/jake/cover.png,https://selenite.cc/resources/semag/jake/index.html
Bouncy Flappy,bounce,https://selenite.cc/resources/semag/bounce/cover.png,https://selenite.cc/resources/semag/bounce/index.html
Real Flying Truck 3D,trk,https://selenite.cc/resources/semag/trk/logo.png,https://selenite.cc/resources/semag/trk/index.html
Crazy Tunnel 3D,crazy,https://selenite.cc/resources/semag/crazy/cover.png,https://selenite.cc/resources/semag/crazy/index.html
Two Ball 3D,two,https://selenite.cc/resources/semag/two/cover.png,https://selenite.cc/resources/semag/two/index.html
Slope City,ballslo,https://selenite.cc/resources/semag/ballslo/cover.png,https://selenite.cc/resources/semag/ballslo/index.html
Shapez,shapez,https://selenite.cc/resources/semag/shapez/cover.png,https://selenite.cc/resources/semag/shapez/index.html
Pickcrafter,pick,https://selenite.cc/resources/semag/pick/cover.png,https://selenite.cc/resources/semag/pick/index.html
Sudoku,sudo,https://selenite.cc/resources/semag/sudo/cover.png,https://selenite.cc/resources/semag/sudo/index.html
Rocket Bot Royale,rocket,https://selenite.cc/resources/semag/rocket/cover.png,https://selenite.cc/resources/semag/rocket/index.html
Slope 3,slope3,https://selenite.cc/resources/semag/slope3/cover.png,https://selenite.cc/resources/semag/slope3/index.html
InfiniteCraft,infi,https://selenite.cc/resources/semag/infi/cover.png,https://selenite.cc/resources/semag/infi/index.html
Mine Blocks,minors,https://selenite.cc/resources/semag/minors/cover.png,https://selenite.cc/resources/semag/minors/index.html
Wubzzy's Amazing Adventure,wubz,https://selenite.cc/resources/semag/wubz/cover.png,https://selenite.cc/resources/semag/wubz/index.html
Bus & Subway Runner,subway,https://selenite.cc/resources/semag/subway/cover.png,https://selenite.cc/resources/semag/subway/index.html
Drift King,king,https://selenite.cc/resources/semag/king/cover.png,https://selenite.cc/resources/semag/king/index.html
Pako Highway,pako,https://selenite.cc/resources/semag/pako/cover.png,https://selenite.cc/resources/semag/pako/index.html
Snowball.io,snow,https://selenite.cc/resources/semag/snow/cover.png,https://selenite.cc/resources/semag/snow/index.html
Balloon Run,bal,https://selenite.cc/resources/semag/bal/cover.png,https://selenite.cc/resources/semag/bal/index.html
Gunfest,fest,https://selenite.cc/resources/semag/fest/cover.png,https://selenite.cc/resources/semag/fest/index.html
Run 3 Editor,editor,https://selenite.cc/resources/semag/editor/cover.png,https://selenite.cc/resources/semag/editor/index.html
Train Surfers,train,https://selenite.cc/resources/semag/train/cover.png,https://selenite.cc/resources/semag/train/index.html
Fruit Cuts 3D,fruit,https://selenite.cc/resources/semag/fruit/cover.png,https://selenite.cc/resources/semag/fruit/index.html
Grand Shift Auto,gsa,https://selenite.cc/resources/semag/gsa/cover.png,https://selenite.cc/resources/semag/gsa/index.html
Unfair Mario,unfmar,https://selenite.cc/resources/semag/unfmar/cover.png,https://selenite.cc/resources/semag/unfmar/index.html
WASM Doom,doom-wasm,https://selenite.cc/resources/semag/doom-wasm/cover.png,https://selenite.cc/resources/semag/doom-wasm/index.html
Talking Tom Cat,tom2,https://selenite.cc/resources/semag/tom2/logo.avif,https://selenite.cc/resources/semag/tom2/index.html
Flappy 2048,flap,https://selenite.cc/resources/semag/flap/cover.png,https://selenite.cc/resources/semag/flap/index.html
9007199254740992,9007199254740992,https://selenite.cc/resources/semag/9007199254740992/cover.png,https://selenite.cc/resources/semag/9007199254740992/index.html
1,1,https://selenite.cc/resources/semag/1/cover.png,https://selenite.cc/resources/semag/1/index.html
Wheely 4,whe4,https://selenite.cc/resources/semag/whe4/cover.png,https://selenite.cc/resources/semag/whe4/index.html
Wheely 3,whe3,https://selenite.cc/resources/semag/whe3/cover.png,https://selenite.cc/resources/semag/whe3/index.html
Wheely 2,whe2,https://selenite.cc/resources/semag/whe2/cover.png,https://selenite.cc/resources/semag/whe2/index.html
Wheely 1,whe,https://selenite.cc/resources/semag/whe/cover.png,https://selenite.cc/resources/semag/whe/index.html
Glassworks,glass,https://selenite.cc/resources/semag/glass/cover.png,https://selenite.cc/resources/semag/glass/index.html
Mutiny,mut,https://selenite.cc/resources/semag/mut/cover.png,https://selenite.cc/resources/semag/mut/index.html
Snotput,snot,https://selenite.cc/resources/semag/snot/cover.png,https://selenite.cc/resources/semag/snot/index.html
Headcase,headcase,https://selenite.cc/resources/semag/headcase/cover.png,https://selenite.cc/resources/semag/headcase/index.html
Bubble Shooter,bub,https://selenite.cc/resources/semag/bub/cover.png,https://selenite.cc/resources/semag/bub/index.html
Skywire VIP (Extended),sky,https://selenite.cc/resources/semag/sky/cover.png,https://selenite.cc/resources/semag/sky/index.html
Plunger,plu,https://selenite.cc/resources/semag/plu/cover.png,https://selenite.cc/resources/semag/plu/index.html
Gunbrick,brick,https://selenite.cc/resources/semag/brick/cover.png,https://selenite.cc/resources/semag/brick/index.html
Nitrome Must Die,nitme,https://selenite.cc/resources/semag/nitme/cover.png,https://selenite.cc/resources/semag/nitme/index.html
